,playerId,season,name,team,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,birthDate,weight,nationality,shootsCatches,primaryNumber,position,height,Birth City,S/P,Draft Yr,Round,Overall,1st Season
19917,8471274,2023,Alex Goligoski,MIN,5on5,36,29647.0,582.0,7.8,0.47,0.51,0.48,0.49,0.47,0.49,167.0,28.4,1.38,1.64,7.38,0.96,17.32,12.31,1.38,1.4,1.39,6.0,2.0,26.0,15.0,27.0,68.0,8.0,0.0,2.0,0.0,6.0,0.0,20.0,13.0,26.0,41.0,8.0,16.0,0.0,27.0,3.0,11.0,36.0,4.0,1.0,0.69,0.48,0.22,0.0,0.0,0.0,68.18,41.0,41.36,5.0,0.33,0.44,0.12,1.6,1.6,1.6,582.0,45.0,41.0,77.0,419.0,86.0,91.0,61.0,344.0,0.0,0.0,75116.0,16.0,8.0,4.0,39.0,223.35,17.51,17.25,17.66,17.4,222.0,88.0,143.0,453.0,18.0,13.0,1.0,232.0,67.0,11.0,6.33,8.29,2.89,5.0,12.0,1.0,457.13,310.0,313.02,3.0,2.66,3.03,17.48,17.61,17.44,251.05,20.06,19.4,20.38,19.73,246.0,100.0,135.0,481.0,25.0,16.0,1.0,265.0,64.0,17.0,7.37,7.85,4.84,9.0,11.0,5.0,483.4,346.0,349.73,3.32,3.76,3.76,19.63,19.95,19.49,46.46,44.69,1150.0,1175.0,2.22,0.21,56.0,12.0,44.0,9.0,1985-07-30,185.0,USA,L,33.0,D,180.34,Grand Rapids,MN,2004,2,61,2007.0
3352,8476779,2019,Brad Hunt,MIN,5on5,59,44676.0,891.0,21.9,0.53,0.53,0.49,0.49,0.5,0.49,321.0,64.86,2.87,3.96,16.57,2.09,39.26,29.24,2.83,2.88,2.85,3.0,1.0,74.0,20.0,29.0,123.0,9.0,5.0,7.0,0.0,22.0,1.0,32.0,27.0,69.0,89.0,2.0,4.0,0.0,11.0,12.0,12.0,88.0,4.0,2.0,1.74,0.56,0.56,4.0,1.0,0.0,123.3,94.0,94.76,10.0,0.8,1.11,0.18,3.49,3.5,3.47,891.0,92.0,65.0,145.0,589.0,145.0,135.0,112.0,499.0,0.0,0.0,127989.0,4.0,2.0,1.0,39.0,377.05,28.42,27.69,28.65,27.91,378.0,144.0,163.0,685.0,30.0,22.0,5.0,405.0,99.0,18.0,10.83,12.44,5.16,15.0,12.0,3.0,686.95,522.0,524.76,5.04,4.08,4.57,28.89,29.08,28.61,363.58,25.36,24.9,25.38,24.92,361.0,155.0,185.0,701.0,30.0,18.0,2.0,415.0,85.0,16.0,10.78,10.32,4.27,14.0,11.0,5.0,699.41,516.0,516.38,4.66,3.53,3.53,26.48,26.5,26.23,86.48,77.1,1928.0,1967.0,1.38,0.34,46.0,14.0,33.0,13.0,1988-08-24,187.0,CAN,L,77.0,D,175.26,Maple Ridge,BC,--,--,--,2013.0
4937,8476779,2020,Brad Hunt,MIN,5on5,12,7580.0,162.0,-0.95,0.48,0.48,0.42,0.43,0.45,0.46,68.0,9.97,0.6,0.64,2.38,0.31,5.64,4.44,0.58,0.61,0.59,0.0,0.0,10.0,4.0,6.0,20.0,1.0,1.0,0.0,0.0,3.0,0.0,5.0,5.0,9.0,13.0,2.0,4.0,0.0,4.0,2.0,1.0,11.0,2.0,1.0,0.16,0.22,0.22,1.0,0.0,0.0,20.54,14.0,14.36,0.0,0.13,0.0,0.22,0.51,0.53,0.53,162.0,11.0,18.0,25.0,108.0,24.0,31.0,24.0,83.0,0.0,0.0,26570.0,4.0,0.0,0.0,6.0,51.85,3.84,3.79,3.89,3.84,47.0,25.0,11.0,83.0,2.0,3.0,0.0,52.0,17.0,3.0,1.13,1.9,0.81,1.0,0.0,1.0,84.38,72.0,73.3,0.7,0.37,0.37,4.17,4.23,4.21,62.67,4.1,4.06,4.1,4.06,60.0,28.0,26.0,114.0,10.0,5.0,2.0,75.0,11.0,2.0,2.24,1.31,0.56,7.0,2.0,1.0,116.4,88.0,88.98,0.74,0.49,0.49,4.35,4.39,4.37,16.09,17.23,346.0,465.0,0.15,0.06,5.0,3.0,4.0,1.0,1988-08-24,187.0,CAN,L,77.0,D,175.26,Maple Ridge,BC,--,--,--,2013.0
1612,8479734,2019,Brennan Menell,MIN,5on5,5,3863.0,84.0,1.8,0.68,0.44,0.62,0.44,0.6,0.46,26.0,2.6,0.06,0.15,0.7,0.09,1.79,1.22,0.06,0.06,0.06,0.0,0.0,3.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,4.0,1.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,9.31,4.0,4.11,0.0,0.03,0.0,0.0,0.09,0.09,0.09,84.0,17.0,3.0,14.0,50.0,9.0,13.0,7.0,55.0,0.0,0.0,11162.0,2.0,2.0,1.0,4.0,29.39,2.0,1.96,1.97,1.94,29.0,12.0,18.0,59.0,3.0,1.0,0.0,33.0,6.0,2.0,0.79,0.64,0.57,2.0,1.0,0.0,59.66,41.0,40.94,0.36,0.34,0.34,2.02,2.0,1.98,19.28,0.96,0.96,0.96,0.96,21.0,6.0,9.0,36.0,2.0,0.0,0.0,23.0,4.0,0.0,0.56,0.4,0.0,1.0,1.0,0.0,35.79,27.0,26.82,0.24,0.0,0.0,1.2,1.2,1.2,5.59,7.25,146.0,186.0,0.07,0.02,6.0,1.0,5.0,1.0,1997-05-24,177.0,USA,R,61.0,D,180.34,Woodbury,MN,--,--,--,2019.0
16452,8482122,2022,Brock Faber,MIN,5on5,2,2048.0,38.0,0.13,0.57,0.37,0.43,0.35,0.5,0.38,10.0,1.97,0.04,0.11,0.54,0.07,1.28,0.97,0.04,0.04,0.04,0.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,4.07,3.0,3.02,1.0,0.02,0.0,0.0,0.06,0.06,0.06,38.0,5.0,5.0,8.0,20.0,3.0,2.0,2.0,31.0,0.0,0.0,4335.0,0.0,0.0,0.0,8.0,18.84,1.76,1.71,1.85,1.79,16.0,10.0,6.0,32.0,1.0,1.0,0.0,18.0,7.0,1.0,0.52,0.88,0.37,0.0,0.0,1.0,32.58,26.0,26.4,0.26,0.03,0.03,2.0,2.09,2.03,19.36,1.35,1.31,1.32,1.28,20.0,6.0,17.0,43.0,0.0,3.0,0.0,19.0,7.0,0.0,0.52,0.83,0.0,0.0,0.0,0.0,42.95,26.0,26.1,0.28,0.4,0.4,1.22,1.19,1.18,2.32,4.04,45.0,85.0,0.0,0.0,1.0,0.0,0.0,0.0,2002-08-22,200.0,USA,R,7.0,D,185.42000000000002,Maple Grove,MN,2020,2,45,2022.0
22597,8482122,2023,Brock Faber,MIN,5on5,82,91442.0,1703.0,40.35,0.51,0.51,0.48,0.51,0.47,0.51,170.0,94.04,5.01,5.47,26.57,3.08,54.77,39.1,4.76,4.99,4.74,13.0,9.0,98.0,36.0,84.0,218.0,26.0,4.0,8.0,2.0,27.0,1.0,49.0,45.0,94.0,130.0,13.0,26.0,0.0,54.0,13.0,23.0,124.0,4.0,6.0,2.72,0.48,1.81,2.0,1.0,1.0,216.27,134.0,133.2,17.0,1.11,2.06,1.24,4.88,4.84,4.73,1703.0,200.0,213.0,343.0,947.0,161.0,193.0,234.0,1115.0,0.0,0.0,146268.0,26.0,12.0,6.0,110.0,698.02,59.7,57.68,59.73,57.65,675.0,284.0,419.0,1378.0,66.0,59.0,7.0,720.0,181.0,58.0,20.55,22.24,16.92,23.0,31.0,12.0,1375.75,959.0,959.17,9.63,12.92,12.62,56.72,56.57,55.47,765.64,57.58,56.15,58.0,56.58,729.0,331.0,450.0,1510.0,65.0,42.0,5.0,844.0,161.0,55.0,23.63,19.88,14.07,33.0,20.0,12.0,1519.41,1060.0,1065.85,10.11,8.26,8.27,59.42,59.91,58.99,93.85,90.34,2337.0,2256.0,6.57,0.52,147.0,23.0,114.0,17.0,2002-08-22,200.0,USA,R,7.0,D,185.42000000000002,Maple Grove,MN,2020,2,45,2022.0
6882,8480884,2020,Calen Addison,MIN,5on5,3,2739.0,53.0,0.15,0.55,0.55,0.46,0.48,0.45,0.49,13.0,2.68,0.06,0.13,0.79,0.11,1.6,1.3,0.06,0.07,0.06,0.0,0.0,4.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,6.35,4.0,4.25,0.0,0.03,0.28,0.0,0.09,0.09,0.09,53.0,11.0,4.0,8.0,30.0,8.0,7.0,6.0,32.0,0.0,0.0,5799.0,0.0,0.0,0.0,1.0,22.64,2.09,2.05,2.18,2.14,23.0,8.0,9.0,40.0,2.0,2.0,0.0,22.0,8.0,1.0,0.77,1.03,0.28,2.0,0.0,0.0,41.61,31.0,32.28,0.31,0.43,0.43,1.97,2.07,2.06,26.76,1.73,1.69,1.6,1.57,25.0,13.0,9.0,47.0,1.0,2.0,0.0,32.0,5.0,1.0,0.81,0.54,0.39,1.0,0.0,0.0,43.75,38.0,35.55,0.34,0.44,0.44,1.63,1.51,1.5,4.16,3.45,79.0,84.0,0.27,0.06,5.0,3.0,3.0,3.0,2000-04-11,180.0,CAN,R,59.0,D,180.34,Brandon,MB,2018,2,53,2020.0
13157,8480884,2021,Calen Addison,MIN,5on5,15,10683.0,227.0,5.98,0.62,0.52,0.55,0.51,0.53,0.5,87.0,14.95,0.57,0.87,4.14,0.51,8.96,6.95,0.56,0.57,0.56,1.0,1.0,15.0,7.0,12.0,34.0,4.0,2.0,1.0,0.0,4.0,1.0,8.0,6.0,13.0,20.0,1.0,2.0,0.0,11.0,0.0,1.0,21.0,1.0,0.0,0.43,0.14,0.0,2.0,0.0,0.0,33.92,22.0,21.78,0.0,0.17,0.15,0.06,0.68,0.68,0.67,227.0,18.0,20.0,39.0,150.0,28.0,41.0,39.0,119.0,0.0,0.0,32990.0,2.0,8.0,4.0,6.0,101.32,8.81,8.51,8.97,8.66,106.0,33.0,50.0,189.0,10.0,12.0,1.0,100.0,29.0,10.0,2.81,3.34,2.66,5.0,2.0,3.0,189.99,139.0,138.78,1.44,2.24,2.24,8.01,8.14,8.03,89.58,5.42,5.35,5.35,5.29,101.0,23.0,32.0,156.0,13.0,3.0,0.0,101.0,21.0,2.0,2.65,2.31,0.46,7.0,4.0,2.0,153.21,124.0,122.84,1.16,0.35,0.51,6.07,5.97,5.92,21.08,19.82,518.0,505.0,1.12,0.08,15.0,5.0,11.0,4.0,2000-04-11,180.0,CAN,R,59.0,D,180.34,Brandon,MB,2018,2,53,2020.0
17332,8480884,2022,Calen Addison,MIN,5on5,62,45697.0,955.0,24.07,0.48,0.51,0.51,0.5,0.5,0.51,339.0,51.32,1.71,2.96,13.64,1.66,32.29,23.73,1.69,1.69,1.67,1.0,3.0,53.0,23.0,33.0,109.0,7.0,3.0,0.0,0.0,15.0,5.0,32.0,21.0,50.0,73.0,11.0,22.0,0.0,17.0,9.0,18.0,72.0,4.0,0.0,1.23,0.48,0.0,3.0,0.0,0.0,109.24,76.0,75.9,12.0,0.58,0.0,0.02,2.27,2.25,2.23,955.0,92.0,55.0,109.0,699.0,105.0,174.0,120.0,556.0,0.0,0.0,136215.0,22.0,6.0,3.0,33.0,380.45,29.55,28.87,29.92,29.22,367.0,164.0,168.0,699.0,27.0,28.0,2.0,401.0,111.0,19.0,10.6,13.99,4.97,10.0,14.0,3.0,705.34,531.0,534.46,5.15,4.45,4.45,30.25,30.59,30.25,384.55,31.47,30.59,31.28,30.41,384.0,146.0,151.0,681.0,41.0,36.0,8.0,401.0,100.0,29.0,11.45,12.18,7.85,14.0,18.0,9.0,674.44,530.0,527.22,5.11,7.48,7.36,29.22,29.04,28.66,91.86,87.63,2081.0,2082.0,3.41,0.33,66.0,7.0,58.0,5.0,2000-04-11,180.0,CAN,R,59.0,D,180.34,Brandon,MB,2018,2,53,2020.0
1662,8477369,2019,Carson Soucy,MIN,5on5,55,46940.0,974.0,15.68,0.51,0.54,0.47,0.51,0.48,0.51,253.0,55.61,2.65,3.54,14.57,1.85,34.56,23.83,2.6,2.65,2.6,6.0,2.0,57.0,24.0,25.0,106.0,14.0,6.0,1.0,1.0,14.0,0.0,26.0,34.0,51.0,75.0,8.0,16.0,1.0,64.0,16.0,14.0,74.0,6.0,1.0,1.73,0.67,0.25,6.0,0.0,0.0,106.4,81.0,81.26,7.0,0.71,0.25,0.19,3.17,3.17,3.12,974.0,88.0,90.0,184.0,612.0,151.0,127.0,115.0,581.0,1.0,0.0,114967.0,16.0,18.0,9.0,44.0,352.58,28.13,27.35,28.22,27.42,347.0,138.0,142.0,627.0,36.0,23.0,6.0,363.0,100.0,22.0,9.66,12.36,6.11,14.0,18.0,4.0,626.82,485.0,485.27,4.78,4.44,5.04,27.88,27.85,27.4,373.1,26.59,25.93,26.69,26.02,381.0,148.0,182.0,711.0,22.0,22.0,1.0,435.0,74.0,20.0,11.99,9.15,5.46,11.0,10.0,1.0,712.96,529.0,531.35,4.89,4.29,4.26,27.22,27.37,27.06,79.14,66.23,1789.0,1714.0,4.04,0.57,79.0,20.0,67.0,16.0,1994-07-27,211.0,CAN,L,60.0,D,195.58,Viking,AB,2013,5,137,2017.0
8112,8477369,2020,Carson Soucy,MIN,5on5,50,42180.0,871.0,8.63,0.5,0.54,0.43,0.48,0.45,0.48,249.0,43.1,1.64,2.39,10.99,1.31,25.74,19.94,1.62,1.61,1.59,6.0,9.0,43.0,19.0,17.0,79.0,16.0,1.0,2.0,0.0,8.0,4.0,14.0,33.0,42.0,61.0,18.0,46.0,0.0,60.0,10.0,16.0,57.0,5.0,0.0,1.01,0.64,0.0,1.0,0.0,0.0,79.56,62.0,62.21,14.0,0.48,0.34,0.0,2.12,2.09,2.06,871.0,55.0,132.0,135.0,549.0,144.0,146.0,100.0,481.0,0.0,0.0,105313.0,46.0,11.0,4.0,42.0,301.39,25.66,24.47,25.84,24.62,303.0,109.0,105.0,517.0,39.0,25.0,9.0,306.0,82.0,24.0,9.15,9.43,7.08,14.0,15.0,10.0,522.47,412.0,415.7,4.21,6.17,5.93,23.94,23.96,23.43,370.48,25.88,25.25,25.82,25.2,346.0,167.0,184.0,697.0,19.0,20.0,1.0,412.0,83.0,18.0,11.2,9.64,5.04,10.0,8.0,1.0,697.58,513.0,513.53,4.77,3.67,3.85,26.79,26.76,26.37,69.17,59.84,1440.0,1562.0,3.37,0.3,53.0,14.0,43.0,10.0,1994-07-27,211.0,CAN,L,60.0,D,195.58,Viking,AB,2013,5,137,2017.0
21942,8482094,2023,Daemon Hunt,MIN,5on5,12,7408.0,153.0,3.17,0.44,0.55,0.54,0.52,0.56,0.5,68.0,7.11,0.34,0.44,1.89,0.21,4.07,3.06,0.34,0.34,0.34,0.0,1.0,6.0,4.0,8.0,18.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,3.0,6.0,10.0,0.0,0.0,0.0,7.0,1.0,2.0,10.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,17.91,10.0,9.93,1.0,0.09,0.15,0.0,0.42,0.43,0.43,153.0,15.0,9.0,21.0,108.0,25.0,27.0,11.0,90.0,0.0,0.0,27543.0,0.0,2.0,1.0,11.0,72.58,4.82,4.72,4.82,4.71,72.0,31.0,38.0,141.0,3.0,9.0,0.0,87.0,15.0,1.0,2.61,1.96,0.25,2.0,1.0,0.0,139.53,103.0,102.19,0.94,0.81,0.81,4.95,4.94,4.89,58.73,6.14,5.81,6.06,5.74,50.0,32.0,37.0,119.0,3.0,10.0,0.0,57.0,15.0,10.0,1.55,1.87,2.73,1.0,2.0,0.0,121.3,82.0,83.44,0.88,2.22,2.22,4.81,4.78,4.69,17.53,14.62,413.0,387.0,0.54,0.0,13.0,1.0,10.0,0.0,2002-05-15,201.0,CAN,L,48.0,D,185.42000000000002,Brandon,MB,2020,3,65,2023.0
4607,8477541,2020,Dakota Mermis,MIN,5on5,3,2820.0,52.0,0.55,0.69,0.49,0.53,0.46,0.55,0.47,12.0,1.95,0.07,0.11,0.48,0.06,1.26,1.02,0.07,0.07,0.07,0.0,0.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,9.0,0.0,1.0,3.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,6.22,3.0,3.2,0.0,0.02,0.0,0.0,0.09,0.1,0.1,52.0,6.0,9.0,10.0,27.0,11.0,6.0,10.0,25.0,0.0,0.0,5679.0,0.0,0.0,0.0,3.0,20.85,2.75,2.48,2.89,2.59,24.0,4.0,8.0,36.0,3.0,4.0,1.0,16.0,7.0,5.0,0.5,0.8,1.46,0.0,2.0,1.0,37.25,28.0,29.48,0.29,0.83,0.83,2.21,2.28,2.21,16.49,1.23,1.2,1.21,1.18,16.0,7.0,9.0,32.0,3.0,1.0,0.0,17.0,5.0,1.0,0.49,0.49,0.26,2.0,1.0,0.0,32.48,23.0,23.09,0.21,0.26,0.26,1.18,1.16,1.14,3.61,3.75,71.0,82.0,0.2,0.0,1.0,0.0,1.0,0.0,1994-01-05,195.0,USA,L,43.0,D,182.88,Alton,IL,--,--,--,2017.0
13652,8477541,2021,Dakota Mermis,MIN,5on5,2,1644.0,36.0,0.07,0.51,0.51,0.46,0.47,0.47,0.47,11.0,1.33,0.02,0.05,0.4,0.05,0.83,0.64,0.02,0.02,0.02,0.0,0.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,5.06,2.0,2.02,0.0,0.01,0.0,0.0,0.03,0.03,0.03,36.0,4.0,6.0,6.0,20.0,2.0,10.0,5.0,19.0,0.0,0.0,5042.0,0.0,0.0,0.0,1.0,14.3,1.14,1.14,1.14,1.13,17.0,3.0,6.0,26.0,2.0,1.0,1.0,15.0,4.0,1.0,0.42,0.45,0.28,1.0,0.0,1.0,26.03,20.0,19.77,0.18,0.28,0.28,1.04,1.03,1.03,17.06,1.09,1.07,1.11,1.09,16.0,7.0,7.0,30.0,1.0,1.0,0.0,19.0,4.0,0.0,0.57,0.52,0.0,0.0,1.0,0.0,29.45,23.0,22.95,0.23,0.16,0.16,1.16,1.17,1.15,2.89,2.77,75.0,83.0,0.07,0.07,1.0,1.0,1.0,1.0,1994-01-05,195.0,USA,L,43.0,D,182.88,Alton,IL,--,--,--,2017.0
14677,8477541,2022,Dakota Mermis,MIN,5on5,2,1625.0,33.0,-0.33,0.55,0.5,0.43,0.55,0.46,0.55,10.0,1.34,0.04,0.08,0.29,0.04,0.91,0.64,0.04,0.05,0.05,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,4.32,2.0,2.18,0.0,0.02,0.0,0.0,0.06,0.06,0.06,33.0,2.0,3.0,1.0,27.0,1.0,8.0,1.0,23.0,0.0,0.0,4838.0,0.0,0.0,0.0,2.0,11.95,1.09,1.08,1.19,1.18,9.0,7.0,7.0,23.0,0.0,1.0,0.0,11.0,4.0,1.0,0.25,0.55,0.28,0.0,0.0,0.0,25.24,16.0,17.5,0.17,0.28,0.28,0.97,1.05,1.05,13.81,0.89,0.85,0.83,0.79,12.0,7.0,12.0,31.0,1.0,0.0,0.0,15.0,4.0,0.0,0.39,0.51,0.0,0.0,1.0,0.0,28.57,19.0,17.67,0.19,0.0,0.0,1.08,1.0,0.96,3.7,3.71,90.0,74.0,0.35,0.01,3.0,1.0,3.0,1.0,1994-01-05,195.0,USA,L,43.0,D,182.88,Alton,IL,--,--,--,2017.0
20957,8477541,2023,Dakota Mermis,MIN,5on5,47,36332.0,758.0,10.7,0.48,0.5,0.5,0.49,0.5,0.49,246.0,48.83,1.75,2.68,12.59,1.5,28.8,22.68,1.7,1.75,1.7,2.0,3.0,40.0,30.0,46.0,116.0,8.0,3.0,6.0,0.0,9.0,0.0,26.0,26.0,37.0,67.0,9.0,21.0,0.0,39.0,3.0,12.0,68.0,2.0,0.0,1.49,0.26,0.0,2.0,1.0,0.0,115.46,70.0,69.92,10.0,0.53,1.06,0.06,2.22,2.22,2.16,758.0,45.0,49.0,100.0,564.0,123.0,121.0,75.0,439.0,0.0,0.0,99398.0,21.0,11.0,4.0,47.0,295.49,22.8,22.09,22.7,22.01,264.0,144.0,158.0,566.0,21.0,21.0,3.0,329.0,59.0,20.0,9.55,7.6,5.64,11.0,7.0,3.0,561.51,408.0,406.44,3.77,4.73,4.73,21.84,21.72,21.23,292.41,24.21,23.47,24.63,23.86,277.0,125.0,163.0,565.0,21.0,26.0,2.0,321.0,54.0,27.0,9.54,6.62,8.05,9.0,8.0,4.0,574.17,402.0,407.77,3.87,6.2,6.55,21.53,21.84,21.59,66.6,65.33,1574.0,1624.0,1.22,0.39,43.0,9.0,31.0,7.0,1994-01-05,195.0,USA,L,43.0,D,182.88,Alton,IL,--,--,--,2017.0
20017,8480990,2023,Declan Chisholm,MIN,5on5,31,25613.0,484.0,9.67,0.54,0.51,0.51,0.48,0.52,0.5,154.0,21.07,1.0,1.31,5.9,0.64,12.49,8.66,0.98,0.99,0.97,2.0,1.0,19.0,11.0,20.0,50.0,4.0,1.0,2.0,0.0,5.0,0.0,12.0,10.0,18.0,29.0,4.0,8.0,0.0,10.0,5.0,12.0,26.0,4.0,0.0,0.58,0.42,0.0,1.0,0.0,0.0,50.91,30.0,30.51,10.0,0.27,0.47,0.0,1.27,1.26,1.23,484.0,47.0,49.0,58.0,330.0,61.0,71.0,55.0,297.0,0.0,0.0,66106.0,8.0,0.0,0.0,31.0,215.12,17.78,17.12,17.93,17.25,193.0,100.0,105.0,398.0,12.0,18.0,0.0,216.0,61.0,16.0,6.19,7.43,4.16,6.0,5.0,1.0,399.16,293.0,295.7,2.8,3.51,3.51,17.07,17.19,16.92,192.51,15.44,14.98,15.43,14.99,176.0,91.0,112.0,379.0,18.0,13.0,1.0,213.0,38.0,16.0,5.8,4.86,4.78,12.0,3.0,3.0,380.97,267.0,267.42,2.58,2.69,2.69,15.34,15.36,15.13,42.72,41.05,1025.0,1096.0,2.29,0.06,47.0,6.0,36.0,4.0,2000-01-12,185.0,CAN,L,45.0,D,185.42000000000002,Bowmanville,ON,2018,5,150,2021.0
