,playerId,season,name,team,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,birthDate,weight,nationality,shootsCatches,primaryNumber,position,height,Birth City,S/P,Draft Yr,Round,Overall,1st Season
11617,8475735,2021,Greg McKegg,NYR,5on5,43,24498.0,527.0,-3.18,0.36,0.46,0.39,0.46,0.4,0.46,435.0,22.45,3.06,1.55,4.77,0.71,11.52,8.38,2.96,3.07,2.97,1.0,1.0,24.0,6.0,7.0,37.0,4.0,2.0,0.0,1.0,6.0,1.0,11.0,10.0,22.0,28.0,3.0,6.0,67.0,49.0,12.0,13.0,16.0,11.0,3.0,0.48,1.37,1.22,0.0,1.0,1.0,36.67,30.0,30.05,5.0,0.33,0.0,1.35,2.04,2.03,2.01,527.0,46.0,39.0,70.0,372.0,66.0,60.0,54.0,347.0,67.0,78.0,103997.0,6.0,6.0,3.0,17.0,144.99,10.75,10.46,10.84,10.53,150.0,53.0,63.0,266.0,7.0,11.0,3.0,156.0,41.0,6.0,3.98,4.77,2.01,2.0,4.0,1.0,266.77,203.0,203.73,2.0,2.64,2.64,10.11,10.16,10.02,221.75,18.87,17.98,18.71,17.82,223.0,83.0,113.0,419.0,19.0,21.0,2.0,229.0,56.0,21.0,6.66,6.85,5.37,10.0,6.0,3.0,415.08,306.0,303.08,3.07,4.03,4.03,17.91,17.78,17.35,62.17,72.83,1375.0,1615.0,0.74,1.18,15.0,19.0,12.0,16.0,1992-06-17,194.0,CAN,L,42.0,C,182.88,St. Thomas,ON,2010,3,62,2013.0
20122,8478458,2023,Jack Roslovic,NYR,5on5,59,47218.0,999.0,32.25,0.5,0.48,0.51,0.5,0.51,0.5,278.0,101.68,10.12,6.72,23.47,3.18,51.16,39.35,9.83,10.16,9.87,9.0,8.0,97.0,37.0,31.0,165.0,23.0,6.0,10.0,0.0,17.0,0.0,51.0,50.0,91.0,128.0,7.0,14.0,43.0,27.0,17.0,17.0,94.0,26.0,14.0,3.04,3.23,3.84,3.0,3.0,0.0,165.74,134.0,134.87,7.0,1.42,1.77,2.08,9.45,9.49,9.31,999.0,141.0,96.0,199.0,563.0,162.0,135.0,161.0,541.0,43.0,51.0,127720.0,14.0,16.0,8.0,20.0,436.9,35.44,34.0,35.63,34.21,413.0,193.0,242.0,848.0,37.0,51.0,3.0,472.0,95.0,39.0,13.36,11.45,10.63,21.0,11.0,5.0,850.27,606.0,608.13,5.92,8.2,8.32,33.03,33.27,32.57,419.35,34.81,33.68,35.09,33.93,418.0,162.0,223.0,803.0,41.0,45.0,8.0,446.0,99.0,35.0,13.53,12.31,8.97,15.0,19.0,7.0,808.69,580.0,584.22,5.65,8.21,8.42,32.03,32.3,31.84,83.74,89.84,2105.0,2125.0,1.0,0.81,25.0,26.0,18.0,22.0,1997-01-29,187.0,USA,R,28.0,C,185.42000000000002,,,,,,
16887,8479991,2022,Jake Leschyshyn,NYR,5on5,35,18756.0,432.0,-3.25,0.41,0.56,0.41,0.53,0.41,0.53,381.0,26.62,3.91,2.12,5.54,0.8,12.99,9.63,3.73,3.88,3.71,0.0,0.0,30.0,5.0,10.0,45.0,0.0,0.0,3.0,0.0,6.0,0.0,8.0,18.0,30.0,35.0,4.0,8.0,110.0,55.0,4.0,4.0,19.0,9.0,7.0,0.84,1.17,1.9,0.0,0.0,0.0,45.12,35.0,35.21,1.0,0.45,1.14,1.49,2.87,2.89,2.84,432.0,48.0,28.0,72.0,284.0,56.0,77.0,46.0,253.0,110.0,113.0,88968.0,8.0,12.0,6.0,11.0,120.3,9.54,9.23,9.51,9.21,117.0,47.0,56.0,220.0,3.0,8.0,0.0,131.0,23.0,10.0,3.68,2.99,2.87,3.0,0.0,0.0,222.81,164.0,165.7,1.58,2.2,2.2,8.9,8.99,8.8,167.91,13.66,13.03,13.42,12.79,163.0,69.0,84.0,316.0,14.0,15.0,4.0,180.0,37.0,15.0,5.26,4.5,3.9,7.0,4.0,3.0,310.99,232.0,228.87,2.28,3.05,3.05,12.89,12.72,12.52,70.93,54.74,1447.0,1290.0,0.48,0.45,8.0,10.0,8.0,8.0,1999-03-10,190.0,USA,L,15.0,C,180.34,Raleigh,NC,2017,2,62,2021.0
18957,8479991,2023,Jake Leschyshyn,NYR,5on5,1,388.0,10.0,-0.2,0.42,0.65,0.42,0.68,0.57,0.69,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2.0,2.0,2.0,4.0,0.0,0.0,2416.0,0.0,0.0,0.0,1.0,2.8,0.12,0.12,0.12,0.12,2.0,2.0,1.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.02,0.1,0.0,0.0,0.0,0.0,4.84,4.0,3.85,0.03,0.0,0.0,0.15,0.15,0.15,2.22,0.16,0.16,0.16,0.16,2.0,1.0,4.0,7.0,1.0,0.0,0.0,2.0,1.0,0.0,0.06,0.11,0.0,0.0,1.0,0.0,7.11,3.0,3.13,0.03,0.0,0.0,0.19,0.19,0.19,2.32,1.27,49.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1999-03-10,190.0,USA,L,15.0,C,180.34,Raleigh,NC,2017,2,62,2021.0
1177,8475855,2019,Jesper Fast,NYR,5on5,69,57294.0,1204.0,27.82,0.51,0.45,0.48,0.46,0.5,0.47,309.0,76.33,9.79,6.06,15.32,2.51,42.42,30.9,9.47,9.73,9.41,8.0,8.0,74.0,33.0,10.0,117.0,26.0,10.0,10.0,3.0,11.0,1.0,39.0,36.0,64.0,97.0,7.0,14.0,6.0,117.0,19.0,31.0,62.0,35.0,10.0,2.93,4.29,2.58,4.0,4.0,2.0,117.72,107.0,107.36,15.0,1.28,1.92,2.27,8.8,8.77,8.65,1204.0,142.0,138.0,268.0,656.0,193.0,145.0,155.0,711.0,6.0,15.0,141898.0,14.0,18.0,9.0,37.0,486.08,38.77,37.45,38.85,37.54,494.0,193.0,164.0,851.0,45.0,37.0,5.0,528.0,126.0,33.0,14.96,15.04,8.77,18.0,20.0,7.0,852.93,687.0,688.69,6.66,7.33,7.33,37.9,38.03,37.49,496.05,37.87,36.57,38.12,36.82,484.0,213.0,222.0,919.0,33.0,41.0,3.0,552.0,110.0,35.0,15.29,13.3,9.28,20.0,7.0,6.0,919.66,697.0,696.57,6.54,7.84,7.84,36.49,36.58,35.89,85.03,104.47,2080.0,2420.0,1.69,1.11,48.0,34.0,38.0,27.0,1991-12-02,192.0,SWE,R,17.0,R,185.42000000000002,Nassjo,--,2010,6,157,2013.0
18027,8476918,2022,Jimmy Vesey,NYR,5on5,81,57659.0,1158.0,32.12,0.54,0.47,0.51,0.49,0.52,0.49,607.0,105.55,11.79,7.97,22.52,3.3,54.92,39.5,11.29,11.97,11.45,6.0,6.0,108.0,32.0,41.0,181.0,19.0,7.0,13.0,1.0,18.0,0.0,55.0,47.0,101.0,133.0,6.0,18.0,3.0,98.0,44.0,29.0,88.0,38.0,14.0,3.42,4.67,3.71,0.0,6.0,1.0,184.3,140.0,142.72,10.0,1.68,3.12,2.79,10.68,10.84,10.64,1158.0,113.0,99.0,199.0,747.0,154.0,135.0,148.0,721.0,3.0,11.0,184791.0,18.0,28.0,11.0,36.0,502.48,45.35,43.55,45.89,44.06,499.0,191.0,225.0,915.0,41.0,53.0,7.0,493.0,150.0,47.0,14.65,17.64,13.05,12.0,17.0,12.0,929.28,690.0,699.89,7.18,11.06,11.06,41.46,41.98,41.17,458.52,38.4,36.17,37.96,35.84,476.0,155.0,240.0,871.0,34.0,44.0,3.0,480.0,111.0,40.0,13.79,13.58,11.04,20.0,10.0,4.0,861.16,631.0,625.77,6.34,8.66,8.66,36.08,35.85,35.02,116.35,133.87,2698.0,2790.0,0.38,1.37,19.0,52.0,16.0,39.0,1993-05-26,199.0,USA,L,26.0,L,190.5,Boston,MA,2012,3,66,2016.0
18942,8476918,2023,Jimmy Vesey,NYR,5on5,80,51333.0,1178.0,17.85,0.44,0.5,0.44,0.51,0.46,0.51,665.0,104.44,9.4,7.21,26.13,3.69,54.34,41.22,9.03,9.45,9.08,6.0,5.0,98.0,44.0,35.0,177.0,20.0,9.0,12.0,3.0,15.0,2.0,53.0,51.0,89.0,133.0,7.0,20.0,8.0,85.0,24.0,17.0,105.0,26.0,11.0,3.53,3.05,2.83,4.0,4.0,1.0,178.86,142.0,143.4,7.0,1.51,1.95,2.41,8.5,8.59,8.48,1178.0,91.0,195.0,241.0,651.0,187.0,145.0,134.0,712.0,8.0,13.0,185513.0,20.0,22.0,8.0,22.0,364.55,28.84,27.84,28.91,27.91,349.0,158.0,197.0,704.0,24.0,40.0,5.0,394.0,85.0,28.0,10.76,10.39,7.69,12.0,9.0,3.0,705.17,507.0,507.33,4.9,6.76,6.82,26.91,26.97,26.51,440.01,36.26,34.45,35.83,34.06,395.0,211.0,283.0,889.0,33.0,53.0,8.0,468.0,96.0,42.0,12.77,12.12,11.37,12.0,12.0,9.0,872.48,606.0,595.74,5.94,10.11,10.36,31.84,31.47,30.75,129.54,128.6,3170.0,2989.0,0.59,1.81,21.0,61.0,13.0,49.0,1993-05-26,199.0,USA,L,26.0,L,190.5,Boston,MA,2012,3,66,2016.0
7812,8477380,2020,Jonny Brodzinski,NYR,5on5,5,3303.0,86.0,-0.59,0.25,0.54,0.34,0.47,0.35,0.47,39.0,5.9,0.3,0.32,1.59,0.18,3.25,2.36,0.3,0.3,0.3,0.0,0.0,7.0,1.0,0.0,8.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,6.0,7.0,2.0,4.0,0.0,4.0,0.0,1.0,7.0,1.0,0.0,0.13,0.17,0.0,0.0,1.0,0.0,7.78,8.0,7.77,1.0,0.06,0.0,0.0,0.37,0.36,0.36,86.0,9.0,7.0,14.0,56.0,13.0,15.0,6.0,52.0,0.0,1.0,10725.0,4.0,0.0,0.0,2.0,21.66,1.18,1.14,1.19,1.15,21.0,9.0,5.0,35.0,1.0,2.0,0.0,26.0,3.0,1.0,0.54,0.42,0.22,0.0,1.0,0.0,34.26,30.0,29.4,0.25,0.32,0.32,1.12,1.11,1.09,39.81,3.63,3.47,3.76,3.59,34.0,22.0,12.0,68.0,1.0,5.0,0.0,41.0,9.0,6.0,1.14,1.11,1.38,0.0,1.0,0.0,71.33,56.0,58.71,0.58,1.11,1.11,3.1,3.2,3.17,7.2,6.07,141.0,162.0,0.22,0.01,4.0,1.0,4.0,1.0,1993-06-19,208.0,USA,R,76.0,R,185.42000000000002,Ham Lake,MN,2013,5,148,2016.0
9372,8477380,2021,Jonny Brodzinski,NYR,5on5,22,12981.0,306.0,3.11,0.42,0.47,0.48,0.47,0.5,0.47,220.0,32.62,2.0,2.04,7.94,1.07,19.11,13.84,1.97,1.99,1.97,0.0,1.0,34.0,12.0,5.0,51.0,2.0,1.0,2.0,0.0,11.0,2.0,14.0,16.0,33.0,45.0,3.0,6.0,43.0,8.0,5.0,4.0,40.0,6.0,0.0,1.29,0.7,0.0,1.0,0.0,0.0,50.96,46.0,45.65,3.0,0.42,0.53,0.16,2.25,2.25,2.24,306.0,24.0,19.0,30.0,233.0,39.0,37.0,30.0,200.0,43.0,41.0,52919.0,6.0,2.0,1.0,5.0,99.69,6.79,6.7,6.75,6.66,98.0,42.0,36.0,176.0,5.0,5.0,0.0,115.0,22.0,3.0,3.29,2.7,0.79,3.0,2.0,0.0,176.57,140.0,140.48,1.37,0.9,0.9,7.25,7.24,7.18,101.23,9.39,8.85,9.24,8.7,99.0,41.0,50.0,190.0,4.0,10.0,1.0,101.0,28.0,11.0,3.08,3.37,2.94,1.0,1.0,2.0,186.76,140.0,137.63,1.47,2.38,2.38,8.48,8.34,8.12,31.03,34.56,706.0,781.0,0.22,0.55,7.0,12.0,5.0,10.0,1993-06-19,208.0,USA,R,76.0,R,185.42000000000002,Ham Lake,MN,2013,5,148,2016.0
17817,8477380,2022,Jonny Brodzinski,NYR,5on5,17,9030.0,204.0,3.49,0.49,0.46,0.5,0.51,0.51,0.51,188.0,23.98,1.55,1.41,6.19,0.8,13.64,10.4,1.55,1.6,1.59,0.0,1.0,25.0,9.0,5.0,39.0,2.0,1.0,1.0,0.0,3.0,0.0,15.0,14.0,24.0,33.0,4.0,8.0,49.0,9.0,5.0,4.0,28.0,5.0,1.0,0.8,0.54,0.21,0.0,0.0,1.0,39.67,34.0,34.3,4.0,0.29,0.24,0.0,1.83,1.89,1.88,204.0,21.0,14.0,26.0,143.0,24.0,31.0,13.0,136.0,49.0,44.0,42734.0,8.0,2.0,1.0,3.0,67.51,4.47,4.43,4.49,4.45,64.0,29.0,32.0,125.0,5.0,3.0,0.0,73.0,17.0,3.0,1.86,1.96,0.65,1.0,3.0,1.0,125.88,93.0,93.69,0.86,0.33,0.33,5.0,5.05,5.0,65.82,4.68,4.63,4.68,4.63,59.0,31.0,34.0,124.0,3.0,2.0,0.0,74.0,13.0,3.0,2.32,1.58,0.77,3.0,0.0,0.0,122.84,90.0,89.41,0.85,0.25,0.25,5.27,5.3,5.24,25.22,29.57,659.0,628.0,0.06,0.09,3.0,6.0,3.0,2.0,1993-06-19,208.0,USA,R,76.0,R,185.42000000000002,Ham Lake,MN,2013,5,148,2016.0
19172,8477380,2023,Jonny Brodzinski,NYR,5on5,57,34627.0,807.0,19.24,0.48,0.48,0.49,0.5,0.5,0.49,539.0,83.54,6.13,5.25,20.73,2.68,45.74,34.47,5.89,6.2,5.94,4.0,8.0,82.0,33.0,41.0,156.0,17.0,5.0,11.0,1.0,16.0,0.0,44.0,39.0,77.0,110.0,4.0,8.0,141.0,33.0,18.0,14.0,91.0,19.0,5.0,2.58,2.17,1.39,3.0,2.0,0.0,157.16,115.0,116.27,8.0,1.08,2.75,1.29,5.92,5.95,5.87,807.0,91.0,89.0,122.0,505.0,129.0,100.0,112.0,466.0,141.0,146.0,135129.0,8.0,12.0,6.0,23.0,289.35,21.14,20.11,21.36,20.32,286.0,111.0,151.0,548.0,23.0,27.0,6.0,318.0,59.0,20.0,7.98,6.91,6.25,10.0,10.0,3.0,549.63,397.0,397.98,3.74,6.41,6.44,18.43,18.55,18.29,282.6,22.5,21.79,22.46,21.75,264.0,126.0,176.0,566.0,27.0,31.0,4.0,306.0,62.0,22.0,8.21,8.07,6.23,15.0,10.0,2.0,562.45,390.0,387.97,3.73,5.72,5.72,20.52,20.5,20.21,90.53,98.12,2221.0,2243.0,0.55,0.58,22.0,26.0,19.0,24.0,1993-06-19,208.0,USA,R,76.0,R,185.42000000000002,Ham Lake,MN,2013,5,148,2016.0
922,8479328,2019,Julien Gauthier,NYR,5on5,17,8309.0,214.0,2.64,0.43,0.51,0.49,0.5,0.49,0.52,181.0,14.34,1.57,1.13,3.04,0.6,7.97,5.69,1.57,1.66,1.66,1.0,2.0,10.0,10.0,7.0,27.0,3.0,0.0,0.0,0.0,2.0,1.0,8.0,9.0,10.0,20.0,4.0,8.0,1.0,15.0,3.0,6.0,14.0,5.0,1.0,0.62,0.71,0.25,0.0,0.0,0.0,27.52,20.0,20.58,4.0,0.24,0.0,0.0,1.81,1.91,1.9,214.0,18.0,10.0,29.0,157.0,35.0,34.0,23.0,122.0,1.0,2.0,39321.0,8.0,2.0,2.0,7.0,59.65,4.2,4.16,4.3,4.25,57.0,29.0,41.0,127.0,6.0,0.0,0.0,71.0,13.0,2.0,2.03,1.7,0.48,2.0,3.0,1.0,130.23,86.0,88.12,0.79,0.0,0.0,4.99,5.1,5.04,65.1,5.58,5.4,5.46,5.28,68.0,21.0,43.0,132.0,4.0,7.0,2.0,66.0,18.0,5.0,1.81,2.31,1.45,2.0,1.0,1.0,129.1,89.0,86.92,0.83,1.5,1.5,4.84,4.78,4.74,29.17,27.6,627.0,625.0,0.68,0.11,5.0,4.0,4.0,3.0,1997-10-15,227.0,CAN,R,44.0,R,193.04,Pointe-aux-Trembles,QC,2016,1,21,2019.0
6962,8479328,2020,Julien Gauthier,NYR,5on5,30,16860.0,423.0,5.9,0.48,0.49,0.45,0.48,0.46,0.48,306.0,35.66,3.35,2.87,7.47,1.15,18.41,12.76,3.28,3.32,3.25,5.0,1.0,37.0,9.0,9.0,55.0,8.0,2.0,4.0,0.0,3.0,5.0,13.0,19.0,35.0,44.0,6.0,14.0,3.0,56.0,5.0,9.0,28.0,16.0,2.0,1.04,1.83,0.47,0.0,2.0,0.0,54.81,46.0,45.68,3.0,0.6,0.9,0.32,3.62,3.59,3.52,423.0,39.0,38.0,60.0,286.0,65.0,58.0,47.0,253.0,3.0,4.0,70313.0,14.0,18.0,9.0,9.0,120.26,9.65,9.47,9.63,9.45,119.0,44.0,54.0,217.0,10.0,10.0,2.0,123.0,31.0,9.0,3.6,3.71,2.34,3.0,4.0,3.0,215.22,163.0,161.81,1.75,1.76,1.76,9.63,9.61,9.48,137.39,10.38,10.14,10.5,10.26,135.0,58.0,74.0,267.0,16.0,10.0,3.0,151.0,31.0,11.0,3.82,3.7,2.86,6.0,5.0,5.0,272.5,193.0,196.88,1.79,1.84,1.84,10.33,10.45,10.35,42.16,43.09,971.0,1033.0,0.13,0.58,11.0,9.0,6.0,7.0,1997-10-15,227.0,CAN,R,44.0,R,193.04,Pointe-aux-Trembles,QC,2016,1,21,2019.0
13257,8479328,2021,Julien Gauthier,NYR,5on5,49,28784.0,631.0,6.26,0.47,0.48,0.46,0.47,0.47,0.47,496.0,65.49,8.03,5.38,13.44,2.0,32.96,23.19,7.55,7.89,7.42,2.0,2.0,61.0,24.0,14.0,99.0,6.0,2.0,5.0,1.0,12.0,0.0,30.0,36.0,59.0,83.0,3.0,6.0,1.0,98.0,15.0,12.0,43.0,33.0,9.0,1.5,4.17,2.37,0.0,1.0,1.0,97.83,85.0,84.09,4.0,1.14,1.0,1.74,7.43,7.33,7.14,631.0,65.0,36.0,82.0,448.0,93.0,78.0,74.0,386.0,1.0,2.0,119228.0,6.0,18.0,9.0,14.0,222.63,19.08,18.28,18.79,18.04,238.0,67.0,86.0,391.0,13.0,16.0,4.0,221.0,68.0,16.0,6.22,8.49,4.37,3.0,6.0,4.0,385.86,305.0,301.89,3.24,3.7,3.7,18.62,18.4,18.01,242.61,21.42,20.58,21.74,20.88,241.0,97.0,128.0,466.0,22.0,17.0,7.0,257.0,58.0,23.0,8.09,7.03,6.31,8.0,7.0,7.0,469.3,338.0,340.52,3.46,4.43,4.43,20.44,20.7,20.33,72.82,77.33,1608.0,1831.0,0.61,0.45,16.0,18.0,14.0,14.0,1997-10-15,227.0,CAN,R,44.0,R,193.04,Pointe-aux-Trembles,QC,2016,1,21,2019.0
6542,8482179,2020,Justin Richards,NYR,5on5,1,611.0,18.0,0.8,0.33,0.35,0.37,0.29,0.4,0.31,10.0,1.45,0.1,0.09,0.33,0.04,0.82,0.62,0.1,0.11,0.11,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2.08,2.0,2.06,0.0,0.02,0.0,0.0,0.12,0.13,0.13,18.0,0.0,3.0,3.0,12.0,3.0,5.0,1.0,9.0,0.0,0.0,2505.0,0.0,0.0,0.0,1.0,4.1,0.25,0.25,0.27,0.27,6.0,0.0,1.0,7.0,1.0,0.0,0.0,5.0,1.0,0.0,0.14,0.11,0.0,1.0,0.0,0.0,7.55,6.0,6.37,0.05,0.0,0.0,0.3,0.33,0.33,6.54,0.5,0.5,0.47,0.46,6.0,3.0,3.0,12.0,0.0,0.0,0.0,7.0,2.0,0.0,0.18,0.32,0.0,0.0,0.0,0.0,11.33,9.0,8.51,0.09,0.0,0.0,0.59,0.55,0.55,1.28,2.35,22.0,55.0,0.0,0.01,0.0,1.0,0.0,1.0,1998-03-17,190.0,USA,R,90.0,C,180.34,Orlando,FL,--,--,--,2020.0
352,8481554,2019,Kaapo Kakko,NYR,5on5,66,46628.0,1016.0,12.26,0.38,0.49,0.44,0.48,0.42,0.49,470.0,76.93,6.23,4.78,17.3,2.42,41.7,32.57,6.15,6.3,6.22,1.0,1.0,84.0,21.0,44.0,149.0,9.0,7.0,3.0,0.0,19.0,3.0,32.0,41.0,77.0,98.0,7.0,14.0,2.0,18.0,31.0,17.0,81.0,17.0,7.0,2.55,1.9,1.78,2.0,4.0,1.0,151.22,105.0,105.8,6.0,0.97,0.56,1.01,6.19,6.31,6.25,1016.0,120.0,100.0,166.0,630.0,131.0,158.0,140.0,587.0,2.0,1.0,144816.0,14.0,30.0,15.0,11.0,350.09,23.9,23.52,23.9,23.53,375.0,110.0,187.0,672.0,16.0,20.0,0.0,402.0,62.0,21.0,10.72,7.83,5.35,7.0,7.0,2.0,672.49,485.0,485.94,4.49,3.46,3.46,24.93,25.0,24.71,479.1,38.81,37.55,39.08,37.84,486.0,183.0,199.0,868.0,39.0,47.0,7.0,520.0,115.0,34.0,14.28,14.29,10.24,22.0,10.0,7.0,873.52,669.0,672.87,6.31,9.99,9.99,35.06,35.46,35.0,94.23,97.55,2148.0,2362.0,1.6,1.24,30.0,38.0,25.0,31.0,2001-02-13,199.0,FIN,L,24.0,R,190.5,Turku,--,2019,1,2,2019.0
8572,8481554,2020,Kaapo Kakko,NYR,5on5,48,36708.0,791.0,23.93,0.56,0.46,0.54,0.46,0.55,0.47,285.0,74.79,6.92,5.11,16.38,2.21,39.17,30.22,6.63,7.03,6.73,3.0,4.0,73.0,27.0,21.0,121.0,13.0,6.0,3.0,2.0,13.0,4.0,27.0,47.0,67.0,94.0,5.0,10.0,3.0,14.0,30.0,11.0,68.0,25.0,7.0,2.18,2.97,1.76,1.0,2.0,3.0,122.5,100.0,100.98,1.0,1.06,0.63,1.72,6.26,6.27,6.14,791.0,100.0,58.0,129.0,504.0,125.0,104.0,93.0,469.0,3.0,3.0,104207.0,10.0,18.0,9.0,15.0,315.21,24.22,23.52,24.53,23.82,326.0,110.0,124.0,560.0,24.0,18.0,7.0,343.0,71.0,22.0,9.26,8.76,6.21,7.0,8.0,9.0,563.7,436.0,439.28,4.13,4.38,4.45,23.9,24.05,23.71,258.87,19.12,18.8,19.3,18.97,262.0,102.0,114.0,478.0,19.0,10.0,2.0,284.0,70.0,10.0,7.97,8.73,2.42,11.0,6.0,2.0,477.51,364.0,364.44,3.54,1.86,1.86,20.8,20.95,20.72,56.8,67.07,1368.0,1592.0,1.36,1.46,29.0,22.0,23.0,21.0,2001-02-13,199.0,FIN,L,24.0,R,190.5,Turku,--,2019,1,2,2019.0
